Status,Category,Subtopic,Problem #,Problem Name,Topics,Est Time,XP,Open Link
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1030A,In Search of an Easy Problem,implementation,15,10,https://codeforces.com/problemset/problem/1030/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1097A,Gennady and a Card Game,"brute force, implementation",15,10,https://codeforces.com/problemset/problem/1097/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1108A,Two distinct points,implementation,15,10,https://codeforces.com/problemset/problem/1108/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1114A,Got Any Grapes?,"brute force, greedy, implementation",15,10,https://codeforces.com/problemset/problem/1114/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,116A,Tram,implementation,15,10,https://codeforces.com/problemset/problem/116/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1234A,Equalize Prices Again,math,15,10,https://codeforces.com/problemset/problem/1234/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1294A,Collecting Coins,math,15,10,https://codeforces.com/problemset/problem/1294/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1335A,Candies and Two Sisters,math,15,10,https://codeforces.com/problemset/problem/1335/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1352A,Sum of Round Numbers,"implementation, math",15,10,https://codeforces.com/problemset/problem/1352/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1367A,Short Substrings,"implementation, strings",15,10,https://codeforces.com/problemset/problem/1367/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1374A,Required Remainder,math,15,10,https://codeforces.com/problemset/problem/1374/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1385A,Three Pairwise Maximums,math,15,10,https://codeforces.com/problemset/problem/1385/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1399A,Remove Smallest,"greedy, sortings",15,10,https://codeforces.com/problemset/problem/1399/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1409A,Yet Another Two Integers Problem,"greedy, math",15,10,https://codeforces.com/problemset/problem/1409/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.1 — Basic Array Traversal,1426A,Floor Number,"implementation, math",15,10,https://codeforces.com/problemset/problem/1426/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,228A,Is your horseshoe on the other hoof?,implementation,15,10,https://codeforces.com/problemset/problem/228/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,368B,Sereja and Suffixes,"data structures, dp",25,20,https://codeforces.com/problemset/problem/368/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,459B,Pashmak and Flowers,"combinatorics, implementation, sortings",25,20,https://codeforces.com/problemset/problem/459/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,478B,Random Teams,"combinatorics, constructive algorithms, greedy, math",25,20,https://codeforces.com/problemset/problem/478/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,550A,Two Substrings,"brute force, dp, greedy, implementation, strings",40,35,https://codeforces.com/problemset/problem/550/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,978A,Remove Duplicates,implementation,15,10,https://codeforces.com/problemset/problem/978/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1005B,Delete from the Left,"brute force, implementation, strings",15,10,https://codeforces.com/problemset/problem/1005/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1077C,Good Array,UNKNOWN,25,20,https://codeforces.com/problemset/problem/1077/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1141A,Game 23,"implementation, math",15,10,https://codeforces.com/problemset/problem/1141/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1187A,Stickers and Toys,math,15,10,https://codeforces.com/problemset/problem/1187/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1228A,Distinct Digits,"brute force, implementation",15,10,https://codeforces.com/problemset/problem/1228/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1270A,Card Game,"games, greedy, math",15,10,https://codeforces.com/problemset/problem/1270/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1325A,EhAb AnD gCd,"constructive algorithms, greedy, number theory",15,10,https://codeforces.com/problemset/problem/1325/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1360B,Honest Coach,"greedy, sortings",15,10,https://codeforces.com/problemset/problem/1360/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1382A,Common Subsequence,brute force,15,10,https://codeforces.com/problemset/problem/1382/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1398A,Bad Triangle,"geometry, math",15,10,https://codeforces.com/problemset/problem/1398/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1419A,Digit Game,"games, greedy, implementation",15,10,https://codeforces.com/problemset/problem/1419/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1472B,Fair Division,"dp, greedy, math",15,10,https://codeforces.com/problemset/problem/1472/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1490A,Dense Array,"greedy, math",15,10,https://codeforces.com/problemset/problem/1490/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1512A,Spy Detected!,"brute force, implementation",15,10,https://codeforces.com/problemset/problem/1512/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1520A,Do Not Be Distracted!,"brute force, implementation",15,10,https://codeforces.com/problemset/problem/1520/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1542A,Odd Set,math,15,10,https://codeforces.com/problemset/problem/1542/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1560A,Dislike of Threes,implementation,15,10,https://codeforces.com/problemset/problem/1560/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1607A,Linear Keyboard,"implementation, strings",15,10,https://codeforces.com/problemset/problem/1607/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1619A,Square String?,"implementation, strings",15,10,https://codeforces.com/problemset/problem/1619/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.2 — Frequency Counting,1676A,Lucky?,implementation,15,10,https://codeforces.com/problemset/problem/1676/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,300A,Array,"brute force, constructive algorithms, implementation",25,20,https://codeforces.com/problemset/problem/300/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,381A,Sereja and Dima,"greedy, implementation, two pointers",15,10,https://codeforces.com/problemset/problem/381/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,478A,Initial Bet,implementation,25,20,https://codeforces.com/problemset/problem/478/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,500A,New Year Transportation,"dfs and similar, graphs, implementation",15,10,https://codeforces.com/problemset/problem/500/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,518B,Tanya and Postcard,"greedy, implementation, strings",40,35,https://codeforces.com/problemset/problem/518/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,545A,Toy Cars,implementation,15,10,https://codeforces.com/problemset/problem/545/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,734B,Anton and Digits,"brute force, greedy, implementation, math",15,10,https://codeforces.com/problemset/problem/734/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,863B,Kayaking,"brute force, greedy, sortings",40,35,https://codeforces.com/problemset/problem/863/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1005A,Tanya and Stairways,implementation,15,10,https://codeforces.com/problemset/problem/1005/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1015A,Points in Segments,implementation,15,10,https://codeforces.com/problemset/problem/1015/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1066A,Vova and Train,math,25,20,https://codeforces.com/problemset/problem/1066/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1088B,Ehab and subtraction,"implementation, sortings",15,10,https://codeforces.com/problemset/problem/1088/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1099C,Postcard,"constructive algorithms, implementation",25,20,https://codeforces.com/problemset/problem/1099/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1108C,Nice Garland,"brute force, greedy, math",25,20,https://codeforces.com/problemset/problem/1108/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1141C,Polycarp Restores Permutation,math,40,35,https://codeforces.com/problemset/problem/1141/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1154B,Make Them Equal,math,25,20,https://codeforces.com/problemset/problem/1154/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1208A,XORinacci,math,15,10,https://codeforces.com/problemset/problem/1208/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1272A,Three Friends,"brute force, greedy, math, sortings",15,10,https://codeforces.com/problemset/problem/1272/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1296A,Array with Odd Sum,math,15,10,https://codeforces.com/problemset/problem/1296/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1334B,Middle Class,"greedy, sortings",25,20,https://codeforces.com/problemset/problem/1334/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1355B,Young Explorers,"dp, greedy, sortings",25,20,https://codeforces.com/problemset/problem/1355/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1368A,C+=,"brute force, greedy, implementation, math",15,10,https://codeforces.com/problemset/problem/1368/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1407A,Ahahahahahahahaha,"constructive algorithms, math",25,20,https://codeforces.com/problemset/problem/1407/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1454B,Unique Bid Auction,implementation,15,10,https://codeforces.com/problemset/problem/1454/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1466A,Bovine Dilemma,"brute force, geometry, math",15,10,https://codeforces.com/problemset/problem/1466/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1497A,Meximization,"brute force, data structures, greedy, sortings",15,10,https://codeforces.com/problemset/problem/1497/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1515A,Phoenix and Gold,"constructive algorithms, greedy, math",15,10,https://codeforces.com/problemset/problem/1515/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1535A,Fair Playoff,"brute force, implementation",15,10,https://codeforces.com/problemset/problem/1535/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1551A,Polycarp and Coins,"greedy, math",15,10,https://codeforces.com/problemset/problem/1551/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1561A,Simply Strange Sort,"brute force, implementation, sortings",15,10,https://codeforces.com/problemset/problem/1561/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.3 — Simulation on Arrays,1607C,Minimum Extraction,"brute force, sortings",15,10,https://codeforces.com/problemset/problem/1607/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,34B,Sale,"greedy, sortings",15,10,https://codeforces.com/problemset/problem/34/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,160A,Twins,"greedy, sortings",15,10,https://codeforces.com/problemset/problem/160/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,230A,Dragons,"greedy, sortings",15,10,https://codeforces.com/problemset/problem/230/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,489B,BerSU Ball,"dfs and similar, dp, graph matchings, greedy, sortings, two pointers",25,20,https://codeforces.com/problemset/problem/489/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,580A,Kefa and First Steps,"brute force, dp, implementation",15,10,https://codeforces.com/problemset/problem/580/A
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,659C,Tanya and Toys,"greedy, implementation",25,20,https://codeforces.com/problemset/problem/659/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,706B,Interesting drink,"binary search, dp, implementation",25,20,https://codeforces.com/problemset/problem/706/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,808D,Array Division,"binary search, data structures, implementation",60,55,https://codeforces.com/problemset/problem/808/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,812C,Sagheer and Nubian Market,"binary search, sortings",40,35,https://codeforces.com/problemset/problem/812/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,977C,Less or Equal,sortings,25,20,https://codeforces.com/problemset/problem/977/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,978C,Letters,"binary search, implementation, two pointers",15,10,https://codeforces.com/problemset/problem/978/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1006C,Three Parts of the Array,"binary search, data structures, two pointers",25,20,https://codeforces.com/problemset/problem/1006/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1029B,Creating the Contest,"dp, greedy, math",25,20,https://codeforces.com/problemset/problem/1029/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1201C,Maximum Median,"binary search, greedy, math, sortings",40,35,https://codeforces.com/problemset/problem/1201/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1294C,Product of Three Numbers,"greedy, math, number theory",25,20,https://codeforces.com/problemset/problem/1294/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1333C,Eugene and an array,"binary search, data structures, implementation, two pointers",60,55,https://codeforces.com/problemset/problem/1333/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1358B,Maria Breaks the Self-isolation,"greedy, sortings",15,10,https://codeforces.com/problemset/problem/1358/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1400D,Zigzags,"brute force, combinatorics, data structures, math, two pointers",60,55,https://codeforces.com/problemset/problem/1400/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1498B,Box Fitting,"binary search, bitmasks, data structures, greedy",25,20,https://codeforces.com/problemset/problem/1498/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1519C,Berland Regional,"brute force, data structures, greedy, number theory, sortings",40,35,https://codeforces.com/problemset/problem/1519/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1538C,Number of Pairs,"binary search, data structures, math, two pointers",25,20,https://codeforces.com/problemset/problem/1538/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1552C,Maximize the Intersections,"combinatorics, constructive algorithms, geometry, greedy, sortings",60,55,https://codeforces.com/problemset/problem/1552/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1611C,Polycarp Recovers the Permutation,constructive algorithms,15,10,https://codeforces.com/problemset/problem/1611/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.4 — Sorting Based Arrays,1670B,Dorms War,"brute force, implementation, strings",25,20,https://codeforces.com/problemset/problem/1670/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,987C,Three displays,"brute force, dp, implementation",40,35,https://codeforces.com/problemset/problem/987/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1000C,Covered Points Count,"data structures, implementation, sortings",60,55,https://codeforces.com/problemset/problem/1000/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1042D,Petya and Array,"data structures, divide and conquer, two pointers",60,55,https://codeforces.com/problemset/problem/1042/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1131C,Birthday,"binary search, greedy, sortings",25,20,https://codeforces.com/problemset/problem/1131/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1181C,Flag,"brute force, combinatorics, dp, implementation",60,55,https://codeforces.com/problemset/problem/1181/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1208B,Uniqueness,"binary search, brute force, implementation, two pointers",40,35,https://codeforces.com/problemset/problem/1208/B
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1230C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://codeforces.com/problemset/problem/1230/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1324D,Pair of Topics,"binary search, data structures, sortings, two pointers",40,35,https://codeforces.com/problemset/problem/1324/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1355C,Count Triangles,"binary search, implementation, math, two pointers",60,55,https://codeforces.com/problemset/problem/1355/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1400C,Binary String Reconstruction,"2-sat, brute force, constructive algorithms, greedy",40,35,https://codeforces.com/problemset/problem/1400/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1473D,Program,"data structures, dp, implementation, strings",60,55,https://codeforces.com/problemset/problem/1473/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1490D,Permutation Transformation,"dfs and similar, divide and conquer, implementation",25,20,https://codeforces.com/problemset/problem/1490/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1512D,Corrupted Array,"constructive algorithms, data structures, greedy",25,20,https://codeforces.com/problemset/problem/1512/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1547C,Pair Programming,"greedy, two pointers",25,20,https://codeforces.com/problemset/problem/1547/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.5 — Coordinate Compression,1567C,Carrying Conundrum,"bitmasks, combinatorics, dp, math",40,35,https://codeforces.com/problemset/problem/1567/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1251C,Minimize The Integer,"greedy, two pointers",40,35,https://codeforces.com/problemset/problem/1251/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1288D,Minimax Problem,"binary search, bitmasks, dp",90,80,https://codeforces.com/problemset/problem/1288/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1370D,Odd-Even Subsequence,"binary search, dp, dsu, greedy, implementation",90,80,https://codeforces.com/problemset/problem/1370/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1407D,Discrete Centrifugal Jumps,"data structures, dp, graphs",90,80,https://codeforces.com/problemset/problem/1407/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1486D,Max Median,"binary search, data structures, dp",90,80,https://codeforces.com/problemset/problem/1486/D
